Collectivité;n° SIRET;Code Interne;Code Instance;Date Séance;Année;N° Passage;Référence;Titre;Vote Effectif;Vote Réél;Vote Pour;Vote Contre;Vote Abstention;Vote NPPV;NAT_VOTE;DELIB_URL
Grand Paris Sud;20005922800011.0;13945;bureau;2021-10-05;2021;23;DEL_2021_369;Aires d'accueil pour les gens du voyage - Approbation du règlement intérieur et de la convention d'occupation temporaire type;36;30;30;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/f0f5ad7b8578981867cde305365cbdfa
Grand Paris Sud;20005922800011.0;11745;bureau;2021-10-05;2021;25;DEL_2021_371;Transfert des équipements publics dans le cadre de la clôture de la ZAC des Haies Blanches au Coudray-Montceaux - Acquisition de parcelles situées avenue Tournenfils au Coudray-Montceaux auprès de la SAS du Plateau de Chevannes;36;29;29;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/1d5b809a60e5c5bf20cde8a72bc142eb
Grand Paris Sud;20005922800011.0;13871;bureau;2021-10-05;2021;31;DEL_2021_377;Bassin de rétention rue Niepce à Saint-Pierre-du-Perray - Protocole d'accord transactionnel à conclure avec le groupement AURA TP/ GAÏA TP/EMU IDF;36;29;29;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/9ce075a13cbba5e16271c90cb3871931
Grand Paris Sud;20005922800011.0;13750;bureau;2021-10-05;2021;33;DEL_2021_379;Rapport annuel du coût et de la qualité du service public de collecte et d'élimination des déchets - Année 2020;36;29;29;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/4056f235bf7fcac4686cebb36190d178
Grand Paris Sud;20005922800011.0;13901;bureau;2021-10-05;2021;34;DEL_2021_380;Rapports annuels sur le prix et la qualité du service public de l'eau et de l'assainissement et rapports annuels des délégataires - Exercice 2020;36;29;29;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/563fd2032968cc9399f68e86f5ede948
Grand Paris Sud;20005922800011.0;14207;conseil;2021-11-09;2021;16;DEL_2021_396;Délégation de Service Public pour la gestion de la distribution de l'eau potable des communes de Combs-la-Ville, Moissy-Cramayel et Réau - Choix du Délégataire;83;70;69;1;2;1;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/392e62108acf223471666c8d4676dc55
Grand Paris Sud;20005922800011.0;14403;bureau;2021-11-23;2021;4;DEL_2021_400;Convention partenariat GPS/DSDEN dans le cadre de la commémoration des 50 ans de la Cité administrative;36;30;30;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/a8b02e968912360f38f452d9cbd025f2
Grand Paris Sud;20005922800011.0;13842;bureau;2021-11-23;2021;14;DEL_2021_410;Avenant n°1 à la convention tripartite pour la rétrocession des emprises foncières et des équipements publics de la ZAC du Mont Blanc (quartier des Cité Unies) à Savigny-le-Temple;36;30;30;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/a1d6c2e177db0ef3895964a030d06450
Grand Paris Sud;20005922800011.0;14313;bureau;2021-11-23;2021;20;DEL_2021_416;Construction du groupe scolaire Saint Exupéry à Saint-Pierre-du-Perray - Protocole d'accord transactionnel à conclure avec la société AATHEX;36;30;30;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/50b8194d2e3b99e30f46d54144c149c3
Grand Paris Sud;20005922800011.0;14153;bureau;2021-11-23;2021;23;DEL_2021_419;Superposition d'affectations du domaine public pour la gestion et l'entretien de la promenade aménagée sur les aqueducs de la Vanne et du Loing à Grigny - Convention à conclure avec Eau de Paris et la commune de Grigny;36;30;30;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/f1bbd64a114dd9a5c8a5847ee6952d66
Grand Paris Sud;20005922800011.0;14220;bureau;2021-11-23;2021;39;DEL_2021_435;Marché de conception, réalisation, exploitation et maintenance du réseau de chaleur de la ZAC du Grand Parc à Bondoufle - Rapport annuel d'exploitation 2020;36;30;30;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/c3805fa585d9b96eec8fdaac90fc6a19
Grand Paris Sud;20005922800011.0;13476;bureau;2021-11-23;2021;50;DEL_2021_446;Parcours de cybersécurité - Plan de relance - Demande de financements;36;30;30;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/e007cef3253da64c2baf8fc8f6e2a4eb
Grand Paris Sud;20005922800011.0;14408;conseil;2021-12-14;2021;2;DEL_2021_448;Communication des travaux du bureau communautaire du 5 octobre 2021;83;57;57;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/696bacddf5f440634f23e93fa65f2305
Grand Paris Sud;20005922800011.0;14565;conseil;2021-12-14;2021;4;DEL_2021_450;Collège de la Tuilerie à Saint-Germain-lès-Corbeil - Remplacement d'un représentant;83;57;57;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/f3aa00c6d83a6eb5c822d84e945b00bd
Grand Paris Sud;20005922800011.0;14257;conseil;2021-12-14;2021;5;DEL_2021_451;IRFASE - Désignation d'un représentant au sein de l'assemblée générale;83;57;57;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/f2cfc4114fe88826ff4b22bd23643c7e
Grand Paris Sud;20005922800011.0;14501;conseil;2021-12-14;2021;8;DEL_2021_454;Pacte financier et fiscal GPS - Solidarités;83;69;69;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/88e48feba490435819ff39319f45214a
Grand Paris Sud;20005922800011.0;14329;conseil;2021-12-14;2021;15;DEL_2021_461;Régie de l'eau - Elargissement et renforcement du Fonds de Solidarité Eau à 7 nouvelles communes - adoption des conventions avec les CCAS des communes membres de la régie de l'eau;83;69;66;0;3;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/15ec36130cd8cd45cc50bfef11ec118b
Grand Paris Sud;20005922800011.0;14326;conseil;2021-12-14;2021;18;DEL_2021_464;Contrat de délégation de service public d'eau potable de Sénart - Protocole de gestion des encours et de la transition opérationnelle;83;69;65;0;3;1;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/36c682c6aa8991980eb42492f31bff23
Grand Paris Sud;20005922800011.0;14328;conseil;2021-12-14;2021;20;DEL_2021_466;Contrat de délégation de service public d'eau potable de Corbeil-Essonnes - Protocole de gestion des encours et de la transition opérationnelle;83;69;65;0;3;1;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/77b00ad7b7e04a025642862f3e0cea97
Grand Paris Sud;20005922800011.0;14014;conseil;2021-12-14;2021;26;DEL_2021_472;Modification du règlement de service assainissement du territoire de Sénart;83;69;68;0;0;1;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/0bb7bf390a06c5e04ba2a1d23e04673b
Grand Paris Sud;20005922800011.0;14339;conseil;2021-12-14;2021;27;DEL_2021_473;Service public de l'assainissement - Redevances 2022;83;69;69;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/2bf31ca49619be69d9b8adbefd74809c
Grand Paris Sud;20005922800011.0;14424;conseil;2021-12-14;2021;37;DEL_2021_483;Investigation incubateurs des territoires - convention de partenariat à conclure avec l'agence nationale de la cohésion des territoires (ANCT);83;69;69;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/ebdf1137b2835a90f8d84c3ebcc6269f
Grand Paris Sud;20005922800011.0;13947;conseil;2021-12-14;2021;38;DEL_2021_484;Accès des gens du voyage aux déchetteries - Mise en application des dispositions des décrets n°2019-171 du 5 mars 2019 et n°2019-1478 du 26 décembre 2019;83;67;67;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/5c7e1321de5953a6a30d166106e90286
Grand Paris Sud;20005922800011.0;14493;conseil;2021-12-14;2021;41;DEL_2021_487;Convention de prestations de service logistique  - Avenant n°1 à conclure avec la commune de Saint-Germain-lès-Corbeil;83;64;64;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/11b0965caa1e71af32423726cdebbfa0
Grand Paris Sud;20005922800011.0;14485;conseil;2021-12-14;2021;43;DEL_2021_489;Avenant n°2 à la convention de gestion transitoire par la communauté d'agglomération Grand Paris Sud d'un équipement sportif transféré à la commune de Saintry-sur-Seine;83;64;64;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/957718da4f0fd465b9d7a96bb6e3ae83
Grand Paris Sud;20005922800011.0;14488;conseil;2021-12-14;2021;46;DEL_2021_492;Avenant n°2 à la convention de gestion transitoire par la communauté d'agglomération Grand Paris Sud d'équipements sportifs transférés à la commune de Saint-Pierre-du-Perray;83;64;64;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/1feb26d25c272b4949929a795365a6ec
Grand Paris Sud;20005922800011.0;14633;conseil;2021-12-14;2021;55;DEL_2021_501;Contrat de partenariat à conclure avec le Département de l'Essonne - Demande de financements;83;62;62;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/b7c624778b06833ebff2e8f5ac5312b6
Grand Paris Sud;20005922800011.0;14514;bureau;2022-01-18;2022;3;DEL_2022_003;Garantie d'emprunt de la SA d'HLM 1001 Vies Habitat auprès de la Caisse des Dépôts et Consignations pour l'acquisition en VEFA de 67 logements situés 1 rue de Lieusaint à Combs-la-Ville;36;28;28;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/4179d6ee733c56ba0a0b399d21b64953
Grand Paris Sud;20005922800011.0;14708;bureau;2022-01-18;2022;5;DEL_2022_005;Garantie d'emprunt de la SA d'HLM ADOMA auprès de la Caisse des Dépôts et Consignations pour la construction de 120 logements et 120 places/lits situés 198 Boulevard des Champs Elysées à Evry-Courcouronnes;36;28;28;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/2609f86038fcecb27436c4ec5ace43b7
Grand Paris Sud;20005922800011.0;14450;bureau;2022-01-18;2022;7;DEL_2022_007;Garantie d'emprunt de la SA d'HLM Essonne Habitat auprès de la Caisse des Dépôts et Consignations pour la construction de 18 logements situés 34 rue de Paris à Lisses;36;28;28;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/86ddadd7f97588132165cef8cbb2293b
Grand Paris Sud;20005922800011.0;14513;bureau;2022-01-18;2022;11;DEL_2022_011;Garantie d'emprunt de la SA d'HLM 1001 Vies Habitat auprès de la Caisse des Dépôts et Consignations pour l'acquisition en VEFA de 106 logements situés avenue des Regalles-Place des Cygnes à Savigny-le-Temple;36;28;28;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/53455a3e86b218a16f5ae2f47c4753e4
Grand Paris Sud;20005922800011.0;14823;bureau;2022-01-18;2022;21;DEL_2022_021;Avis sur la modification des statuts et des mécanismes de financement et de facturation du SMITOM LOMBRIC - Avenant à la convention à conclure avec le SMITOM LOMBRIC;36;29;29;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/cfdeb29edf59535b061f0ecfdc46cbac
Grand Paris Sud;20005922800011.0;14852;bureau;2022-01-18;2022;27;DEL_2022_027;Avenant de prolongation à la convention n°2019-697 relative au remboursement des honoraires des médecins de la commission de réforme et du comité médical interdépartemental et des expertises médicales à conclure avec le CIG de la Grande Couronne de la région Ile-de-France;36;30;30;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/89d49ecc4e92639a21757e5aa697406d
Grand Paris Sud;20005922800011.0;14733;conseil;2022-02-08;2022;1;DEL_2022_028;Procès-verbal du conseil communautaire du 14 décembre 2021;83;65;65;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/61873119b00995e9214662ca39121762
Grand Paris Sud;20005922800011.0;14734;conseil;2022-02-08;2022;2;DEL_2022_029;Communication des travaux du bureau communautaire du 23 novembre 2021;83;65;65;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/49aac819e2a5f714ebfc4fb61f96cfc9
Grand Paris Sud;20005922800011.0;14768;conseil;2022-02-08;2022;6;DEL_2022_033;Approbation du Contrat de Relance et de Transition Ecologique et Sociale (CRTES) à signer avec l'Etat;83;65;65;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/21df65ec721e60b4b27322f4072c8c32
Grand Paris Sud;20005922800011.0;15087;bureau;2022-03-15;2022;2;DEL_2022_044;Procès-verbaux des bureaux communautaires des 18 janvier et 15 février 2022;36;24;24;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/4b1b1092a0673c99a20f2caa3677f915
Grand Paris Sud;20005922800011.0;15256;bureau;2022-03-15;2022;3;DEL_2022_045;Extension du service commun de restauration collective - Avenant n°3 à la convention à conclure avec les communes d'Evry-Courcouronnes,  Lieusaint,  Lisses,  Nandy, Vert-Saint-Denis, Coudray-Montceaux, Tigery, Etiolles et Saint-Pierre-du-Perray;36;24;24;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/3332d0e0623bdcfbcabe0d176ae8d980
Grand Paris Sud;20005922800011.0;15030;bureau;2022-03-15;2022;7;DEL_2022_049;Demandes de subventions au titre des Fonds Interministériels de Prévention de la Délinquance des départements de l'Essonne et de la Seine-et-Marne;36;28;0;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/5f056d876833ca57089f3352a09a8c52
Grand Paris Sud;20005922800011.0;14915;bureau;2022-03-15;2022;8;DEL_2022_050;Service Arts Visuels - Demandes de subventions auprès de la Région Ile-De-France, de la Direction Régionale des Affaires Culturelles d'Ile-de-France et de la Direction des Services Départementaux de l'Education Nationale;36;28;0;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/041362c9a2756aa33a3644a9b4d32705
Grand Paris Sud;20005922800011.0;14512;bureau;2022-03-15;2022;10;DEL_2022_052;Garantie d'emprunt de la SA d'HLM Immobilière 3 F auprès de la Caisse des Dépôts et Consignations pour la construction de 31 logements situés Lot C4 Est - ZAC du Grand Parc à Bondoufle;36;28;0;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/dffa5436b61044e8cc51dd1ec81cab0b
Grand Paris Sud;20005922800011.0;13747;bureau;2022-03-15;2022;18;DEL_2022_060;Maintien de garantie d'emprunt de la SA d'HLM Seqens Solidarités (ex SA d'HLM Pax-Progrès-Pallas) auprès de la Caisse des Dépôts et Consignations suite au transfert de prêt n°12427;36;28;0;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/f31769fcce084ff404beac0de7ae6d6a
Grand Paris Sud;20005922800011.0;15266;bureau;2022-03-15;2022;24;DEL_2022_066;Aménagement du site de Paris-Villaroche à Réau - Convention d'intervention foncière à conclure avec la commune de Réau, l'EPA de Sénart et l'EPFIF;36;28;0;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/489572b8740fbe7c0388080793a05a3c
Grand Paris Sud;20005922800011.0;14826;bureau;2022-03-15;2022;28;DEL_2022_070;Gare routière interurbaine Evry-Courcouronnes Centre - Avenant n°2 à la convention d'occupation aux fins de gestion à conclure avec la SAEM TICE - avenant n°2 aux conventions d'utilisation à conclure avec les opérateurs de transport et la SAEM TICE et avenant n°2 au règlement intérieur;36;28;0;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/921e88995968c91ea6e8ca294dd6733f
Grand Paris Sud;20005922800011.0;15033;bureau;2022-03-15;2022;32;DEL_2022_074;Ru de l'Ecoute s'il Pleut - Demandes de subventions auprès du Département de l'Essonne et de l'AESN - Elaboration du plan de gestion et de restauration - Dossiers de DIG et Loi sur l'eau;36;28;0;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/fb39762d41f2de21f6cc7666d4e5e3ba
Grand Paris Sud;20005922800011.0;15270;bureau;2022-03-15;2022;41;DEL_2022_083;Conventions de gestion technique à conclure avec la commune de Vert-Saint-Denis : salles attenantes à la médiathèque/ludothèque - salle de musique;36;26;26;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/b6dfd16520f654c8cfde295c9553184f
Grand Paris Sud;20005922800011.0;15144;conseil;2022-04-07;2022;1;DEL_2022_086;Procès-verbal du conseil communautaire du 8 février 2022;83;62;62;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/2651c6e19935d75270983d7a7dde7903
Grand Paris Sud;20005922800011.0;15088;conseil;2022-04-07;2022;5;DEL_2022_090;Association AIRPARIF - Adhésion de la communauté d'agglomération Grand Paris Sud Seine-Essonne-Sénart et désignation d'un représentant titulaire et d'un représentant suppléant;83;66;66;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/a1b55adadaa5be6829cd792b51d422a5
Grand Paris Sud;20005922800011.0;15151;conseil;2022-04-07;2022;6;DEL_2022_091;Les Interconnectés - Adhésion de la communauté d'agglomération Grand Paris Sud - Désignation d'un représentant à l'assemblée générale;83;67;67;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/d194eecf1dec4506e07c6c65a4183efe
Grand Paris Sud;20005922800011.0;15200;conseil;2022-04-07;2022;11;DEL_2022_096;Taxe pour la gestion des milieux aquatiques et la prévention des inondations (GEMAPI) - Fixation du produit de la taxe - Exercice 2022;83;72;70;0;2;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/8334bb98e434888b13b0fefb873c9f86
Grand Paris Sud;20005922800011.0;14792;conseil;2022-04-07;2022;14;DEL_2022_099;"Budget Annexe Assainissement - Service Public d'Assainissement Non Collectif"" - Budget Primitif - Exercice 2022""";83;72;70;0;2;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/a30c7d54d27261941e32fba74ae79d0e
Grand Paris Sud;20005922800011.0;14794;conseil;2022-04-07;2022;16;DEL_2022_101;"Budget Annexe Eau DSP"" - Budget Primitif - Exercice 2022""";83;72;70;0;2;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/5f1e72311e1907dbdf4c96605ddb21fa
Grand Paris Sud;20005922800011.0;14793;conseil;2022-04-07;2022;17;DEL_2022_102;"Budget Annexe Régie de l'eau""- Budget Primitif - Exercice 2022""";83;72;70;0;2;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/0581584c22618b9a9b45fe5db87699d8
Grand Paris Sud;20005922800011.0;14787;conseil;2022-04-07;2022;20;DEL_2022_105;"Budget Annexe Aménagement Secteur Hippodrome"" - Budget Primitif - Exercice 2022""";83;72;70;0;2;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/e12a9b2c536b1bf7f20c0b2faacf2bb4
Grand Paris Sud;20005922800011.0;14784;conseil;2022-04-07;2022;23;DEL_2022_108;"Budget Annexe Régie Le Plan"" - Budget Primitif - Exercice 2022""";83;72;69;0;3;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/b76092370aa8549307ba6229054fc2e1
Grand Paris Sud;20005922800011.0;15503;conseil;2022-04-07;2022;30;DEL_2022_115;Participation au salon MIPIM 2022 - Convention cadre de partenariat à conclure avec Choose Paris Région;83;71;71;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/17b3b973069f0950c25fd3e827966a72
Grand Paris Sud;20005922800011.0;15382;bureau;2022-05-24;2022;1;DEL_2022_125;Procès-verbal du bureau communautaire du 15 mars 2022;36;23;23;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/60d7afeb7de84240462a679e33bc0908
Grand Paris Sud;20005922800011.0;15611;bureau;2022-05-24;2022;2;DEL_2022_126;Construction d'une médiathèque à Bondoufle - Demandes de subventions au titre de la Dotation Générale de Décentralisation (DGD) Bibliothèques 2022 à la Direction Régionale des Affaires Culturelles (DRAC) d'Ile-de-France;36;23;22;0;0;1;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/1c48383eef5d0c60f5534536c06a68ad
Grand Paris Sud;20005922800011.0;15083;bureau;2022-05-24;2022;14;DEL_2022_138;Station d'épuration d'Evry-Courcouronnes - Constitution d'une servitude pour la construction et l'exploitation des ouvrages de distribution du gaz au profit de GRDF;36;24;24;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/8e158679c5af65706a64e089185293cc
Grand Paris Sud;20005922800011.0;15595;conseil;2022-05-31;2022;2;DEL_2022_143;Communication des travaux du bureau communautaire du 15 mars 2022;83;69;69;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/f6a14582e817433edf9f9e5fc6111491
Grand Paris Sud;20005922800011.0;15682;conseil;2022-05-31;2022;4;DEL_2022_145;Université d'Evry-Val-d'Essonne - Commission de la formation et de la vie universitaire (CFVU) - Remplacement des représentants;83;69;69;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/2daf50673e5cd67b83fd7ef7dbf90d31
Grand Paris Sud;20005922800011.0;15527;conseil;2022-05-31;2022;10;DEL_2022_151;Attribution d'un fonds de concours en investissement à la commune de Nandy;83;69;69;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/cd48a2acf57e33432c19c2bfca672cc8
Grand Paris Sud;20005922800011.0;15720;conseil;2022-05-31;2022;18;DEL_2022_159;Convention portant constitution d'une mission de préfiguration du Syndicat Mixte Fermé d'approvisionnement en eau;83;71;71;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/7b9fbe1eb21619b3441d34cad04ce519
Grand Paris Sud;20005922800011.0;15624;conseil;2022-06-28;2022;9;DEL_2022_169;"Budget annexe ""Régie de l'eau"" - Exercice 2021 - Approbation du compte de gestion, du compte administratif et affectation du résultat";83;70;70;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/0008da234f322061f786b06ddf7fa1a1
Grand Paris Sud;20005922800011.0;15616;conseil;2022-06-28;2022;11;DEL_2022_171;"Budget annexe ""Aménagement Bois Sauvage"" - Exercice 2021 - Approbation du compte de gestion, du compte administratif et affectation du résultat";83;70;70;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/563739d6ce390d1e26c2bee6aa5656e1
Grand Paris Sud;20005922800011.0;15622;conseil;2022-06-28;2022;13;DEL_2022_173;"Budget annexe ""Pépinières - ICAM"" - Exercice 2021 - Approbation du compte de gestion, du compte administratif et affectation du résultat";83;70;70;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/4be15d9f1b3e196f2516225675ab0821
Grand Paris Sud;20005922800011.0;15625;conseil;2022-06-28;2022;15;DEL_2022_175;"Budget annexe ""Régie le Plan"" - Exercice 2021 - Approbation du compte de gestion, du compte administratif et affectation du résultat";83;70;70;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/50a12e4604515d9c6b5fc6b20c2b913b
Grand Paris Sud;20005922800011.0;15938;conseil;2022-06-28;2022;33;DEL_2022_193;Projet d'implantation de Chronopost sur la ZAC des Portes de Sénart à Combs-la-Ville - Soutien au projet et signature du protocole partenarial;83;65;45;2;18;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/4be66dbe74d90f3d199241a6a858252a
Grand Paris Sud;20005922800011.0;15363;conseil;2022-06-28;2022;39;DEL_2022_199;Service public de l'assainissement - Epuration des eaux usées - Choix du mode de gestion pour l'exploitation des stations d'épuration;83;61;61;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/26c4ec48749dd6ec320d6016d057456a
Grand Paris Sud;20005922800011.0;15557;conseil;2022-06-28;2022;42;DEL_2022_202;Service public de collecte et de transport des eaux usées et des eaux pluviales urbaines - Institution d'une régie à seule autonomie financière - Adoption des statuts - Dotation initiale;83;61;61;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/5a7b11a26f645c7ae3e7e8ea79fa8e04
Grand Paris Sud;20005922800011.0;15552;conseil;2022-06-28;2022;44;DEL_2022_204;Contrat de délégation de service public de l'assainissement de la commune du Coudray-Montceaux - Protocole de fin de contrat à conclure avec la société Suez Eau France;83;61;61;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/beeaec127d894b38e5410bf568bb5496
Grand Paris Sud;20005922800011.0;15550;conseil;2022-06-28;2022;46;DEL_2022_206;Contrat de délégation de service public de l'assainissement du territoire de Sénart 77 - Protocole de fin de contrat à conclure avec la société Suez Eau France;83;61;61;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/46fd0fa0bbde3c8a5604a907bb7c7eaf
Grand Paris Sud;20005922800011.0;15914;bureau;2022-07-05;2022;4;DEL_2022_211;Centre urbain d'Evry-Courcouronnes - Avenant n°1 à la convention n°2018-06 relative au financement de la seconde phase de requalification du centre urbain inscrit dans le cadre du volet territorial du CPER 2015-2020 et convention de financement n°362-IDF-63 relative au projet d'attractivité du centre urbain à conclure avec l'Etat et la commune d'Evry-Courcouronnes;36;21;21;0;0;0;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/194491561ba0bce423c5afc556cdc96d
